DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2014-Q4,467,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q1,462.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q2,465,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q3,475,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q4,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q1,483.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q2,495,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q3,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q4,515,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q1,510,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q2,518,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q3,525,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q4,535,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q1,526,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q2,532,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q3,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q4,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q1,533,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q2,538,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q3,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q4,550,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q1,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q2,547,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q3,555,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q4,575,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2021-Q1,608.2,AUD: Australian Dollars,3: Thousands,r: revised,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q1,360,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q2,360,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q3,365,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q4,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q1,348,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q2,379.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q3,392,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q4,421,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q1,424,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q2,450,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q3,445,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q4,460,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q1,445,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q2,450,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q3,437.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q4,432.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q1,430,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q2,430,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q3,425,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q4,440,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q1,435,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q2,442,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q3,445,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q4,467,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q1,475.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q2,479,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q3,478.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q4,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q1,480.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q2,515,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q3,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q4,505,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q1,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q2,505,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q3,496,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q4,501.9,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q1,520,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q2,568.9,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q3,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q4,568,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q1,565,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q2,600,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q3,568,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q4,565,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q1,555,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q2,560,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q3,570,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q4,600,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q1,593,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q2,600,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q3,595,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q4,620,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2021-Q1,630,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2008-Q1,229,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2008-Q2,210,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2008-Q3,198,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2008-Q4,195,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2009-Q1,210,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2009-Q2,217.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2009-Q3,221,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2009-Q4,232,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2010-Q1,235,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2010-Q2,229.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2010-Q3,235,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2010-Q4,255,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2011-Q1,250,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2011-Q2,248.3,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2011-Q3,235,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2011-Q4,245.3,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2012-Q1,245,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2012-Q2,245,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2012-Q3,235,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2012-Q4,240,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2013-Q1,235,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2013-Q2,245,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2013-Q3,234.9,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2013-Q4,245,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2014-Q1,250,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2014-Q2,245,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2014-Q3,245,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2014-Q4,250,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2015-Q1,250,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2015-Q2,255,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2015-Q3,256,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2015-Q4,265,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2016-Q1,270,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2016-Q2,260.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2016-Q3,260,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2016-Q4,276,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2017-Q1,272.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2017-Q2,262.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2017-Q3,279,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2017-Q4,280,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2018-Q1,295,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2018-Q2,305,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2018-Q3,289.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2018-Q4,295,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2019-Q1,292.3,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2019-Q2,290,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2019-Q3,305,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2019-Q4,340,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2020-Q1,340,AUD: Australian Dollars,3: Thousands,r: revised,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2020-Q2,363,AUD: Australian Dollars,3: Thousands,r: revised,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2020-Q3,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2020-Q4,425,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,2RVIC: Rest of Vic.,Q: Quarterly,2021-Q1,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q1,2139,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q2,1738,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q3,1929,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q4,1707,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q1,2164,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q2,2136,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q3,2348,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q4,2017,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q1,2010,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q2,1468,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q3,1561,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q4,1585,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q1,1670,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q2,1695,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q3,1661,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q4,1801,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q1,1973,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q2,1652,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q3,1816,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q4,1515,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q1,1692,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q2,1656,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q3,1659,NUM: Number,0: Units,,
